X,Y,CRASH_ID,DATE,TIME,CRASH_SEV,KILLED,SERIOUS_IN,OTHER_INJ,ROUTE,SYSTEM,long,lat
-94.854596967270126,43.515385839856883,51310067,2005/04/09,11:00,N,0,0,0,59,Township Road,-94.854597,43.515386
-93.303275326333733,45.016841391102737,51310348,2005/05/09,16:35,B,0,0,1,83,Municipal Street,-93.303275,45.016841
-93.104792278049189,44.991871866416744,51290114,2005/04/10,14:13,B,0,0,1,30,County State Aid Highway,-93.104792,44.991872
-93.300660917141798,45.094412690730735,51280109,2005/05/07,17:56,B,0,0,1,101,Municipal State Aid Highway,-93.300661,45.094413
-93.43188962658455,44.780710095012715,51300252,2005/04/07,18:24,B,0,0,1,339,Municipal Street,-93.431890,44.780710
-93.392443042735451,45.1847590422691,51280005,2005/05/06,17:02,B,0,0,1,169,US Trunk Highway,-93.392443,45.184759
-93.322585908302187,45.182974660509537,51290365,2005/04/05,20:20,B,0,0,1,11,County State Aid Highway,-93.322586,45.182975
-92.471333759344958,44.047662216904762,51310314,2005/04/10,16:45,B,0,0,1,133,Municipal State Aid Highway,-92.471334,44.047662
-93.018573131569283,45.514397461131331,51260313,2005/05/06,17:21,B,0,0,1,95,MN Trunk Highway,-93.018573,45.514397
-93.278238424975655,44.983655866253123,51310051,2005/04/05,15:20,C,0,0,1,218,Municipal State Aid Highway,-93.278238,44.983656
-93.290012191281463,44.855154465840911,51290324,2005/04/10,15:08,B,0,0,1,354,Municipal State Aid Highway,-93.290012,44.855154
-93.977880785603944,44.150935752730106,51320136,2005/04/13,18:56,B,0,0,1,113,Municipal State Aid Highway,-93.977881,44.150936
-92.984739281587878,43.657459827370431,51290409,2005/04/08,00:00,C,0,0,1,66,Municipal Street,-92.984739,43.657460
-93.264082177014359,44.97344753320543,51260061,2005/04/01,15:25,C,0,0,1,35,County State Aid Highway,-93.264082,44.973448
-93.575038886102163,44.436633773899992,51300151,2005/04/07,20:40,B,0,0,1,65,Municipal Street,-93.575039,44.436634
-93.231256901114492,44.983825992663355,51260047,2005/03/31,16:08,C,0,0,1,233,Municipal State Aid Highway,-93.231257,44.983826
-93.0,-90.0,51320098,2005/04/08,18:38,A,0,2,0,18,County State Aid Highway,-93.000000,-90.000000
-93.272862624691697,44.948336710319452,51310142,2005/04/13,17:30,C,0,0,1,3,County State Aid Highway,-93.272863,44.948337
-94.183346790262746,46.364918389669626,51300272,2005/04/16,20:25,B,0,0,1,33,Municipal Street,-94.183347,46.364918
-93.191560774433611,44.941354815076515,51290317,2005/04/14,07:50,C,0,0,1,203,Municipal State Aid Highway,-93.191561,44.941355
-93.279391718958323,44.969879690792681,51370052,2005/04/14,16:55,A,0,1,0,159,Municipal State Aid Highway,-93.279392,44.969880
-93.245309463224586,44.962761202736758,51360099,2005/04/19,21:36,C,0,0,1,152,County State Aid Highway,-93.245309,44.962761
-93.146526924495021,45.011409753987465,51360093,2005/05/16,07:07,B,0,0,1,51,County State Aid Highway,-93.146527,45.011410
-93.366584390538065,45.050984388018271,51370059,2005/05/16,17:47,B,0,0,1,73,Municipal Street,-93.366584,45.050984
-93.015145073455344,44.950725456925746,51330124,2005/04/19,12:29,C,0,0,1,215,Municipal State Aid Highway,-93.015145,44.950725
-93.131153318144499,44.991967836752835,51370181,2005/04/21,12:08,C,0,0,1,30,County State Aid Highway,-93.131153,44.991968
-93.0,-90.0,51330026,2005/01/17,15:30,C,0,0,1,740,Municipal Street,-93.000000,-90.000000
-93.360240422104027,45.045515446159662,51390048,2005/04/24,17:33,B,0,0,1,102,County State Aid Highway,-93.360240,45.045515
-96.079640646854386,46.27009698153379,51330005,2005/05/12,19:54,B,0,0,1,48,Municipal Street,-96.079641,46.270097
-94.861534948378306,47.453624329266333,51320367,2005/05/12,14:25,C,0,0,1,96,Municipal Street,-94.861535,47.453624
-93.265184172793909,44.955565862569664,51370045,2005/04/14,07:50,B,0,0,1,33,County State Aid Highway,-93.265184,44.955566
-92.908606431722134,44.51008458533321,51400080,2005/05/20,11:20,B,0,0,1,79,Municipal Street,-92.908606,44.510085
-93.333746922944854,45.173517759203165,51370326,2005/04/20,17:02,C,0,0,1,147,Municipal Street,-93.333747,45.173518
-93.485251103336694,44.862368907165894,51320275,2005/04/13,08:21,A,0,1,0,5,MN Trunk Highway,-93.485251,44.862369
-94.165771104564726,45.536615066607375,51320227,2005/04/11,07:34,B,0,0,1,147,Municipal State Aid Highway,-94.165771,45.536615
-93.414033143991063,44.923877998826221,51370039,2005/04/14,16:56,C,0,0,1,346,Municipal State Aid Highway,-93.414033,44.923878
-93.0,-90.0,51380156,2005/04/09,10:31,C,0,0,1,9999,Municipal Street,-93.000000,-90.000000
-93.146832963830576,44.819071036006932,51400005,2005/05/19,17:40,B,0,0,1,43,County State Aid Highway,-93.146833,44.819071
-93.210077702500939,45.061038404937463,51440191,2005/05/23,15:30,C,0,0,1,112,Municipal State Aid Highway,-93.210078,45.061038
-96.323645659576172,43.994216847183232,51440229,2005/04/22,07:58,B,0,0,1,30,MN Trunk Highway,-96.323646,43.994217
-93.33865699444469,45.081577669620827,51460290,2005/05/26,15:50,C,0,0,1,19,Municipal Street,-93.338657,45.081578
-93.262340243186642,44.96180675435113,51430272,2005/04/21,17:55,A,0,1,0,629,Municipal Street,-93.262340,44.961807
-93.105977801624761,44.955795296826182,51430128,2005/04/28,22:50,C,0,0,1,236,Municipal State Aid Highway,-93.105978,44.955795
-93.257296415087865,44.970540703908057,51490079,2005/05/29,19:37,B,0,0,3,213,Municipal State Aid Highway,-93.257296,44.970541
-94.345274078108901,45.975801941741011,51450080,2005/04/26,19:45,B,0,0,1,128,Municipal State Aid Highway,-94.345274,45.975802
-93.247253197738047,45.021869759810997,51430055,2005/04/21,06:55,A,0,1,0,65,MN Trunk Highway,-93.247253,45.021870
-93.0,-90.0,51420113,2005/05/22,20:53,N,0,0,0,9999,Alleyways,-93.000000,-90.000000
-93.214858995540041,44.919690691252484,51490028,2005/05/27,15:11,C,0,0,1,48,County State Aid Highway,-93.214859,44.919691
-93.575158952673348,44.90236386550378,51420107,2005/05/22,18:26,C,0,0,2,19,County State Aid Highway,-93.575159,44.902364
-93.359390305116335,44.970313908999032,51420103,2005/05/22,19:23,C,0,0,1,307,Municipal State Aid Highway,-93.359390,44.970314
-93.255183330323661,45.057237830685331,51440088,2005/04/20,15:14,B,0,0,1,4,County State Aid Highway,-93.255183,45.057238
-93.0,-90.0,51420089,2005/05/22,15:45,C,0,0,1,9999,Alleyways,-93.000000,-90.000000
-93.253812316941421,44.942952410774708,51450300,2005/04/27,19:00,B,0,0,1,845,Municipal Street,-93.253812,44.942952
-93.252339505000421,44.96272408474028,51460262,2005/05/02,13:55,C,0,0,1,5,County State Aid Highway,-93.252340,44.962724
-93.127000801198108,45.086506167729368,51420048,2005/05/21,11:58,B,0,0,1,260,Municipal State Aid Highway,-93.127001,45.086506
-92.9801920478494,45.511995788899632,51420023,2005/04/27,16:34,C,0,0,1,30,County State Aid Highway,-92.980192,45.511996
-94.312277553956193,45.080951389723396,51440214,2005/04/15,13:40,C,0,0,1,12,US Trunk Highway,-94.312278,45.080951
-94.193886870555119,45.6092631444901,51470228,2005/05/27,11:16,B,0,0,1,33,County State Aid Highway,-94.193887,45.609263
-92.841460710973394,45.386497507382039,51460261,2005/05/23,17:00,B,0,0,1,25,County State Aid Highway,-92.841461,45.386498
-93.288051742011049,44.955531590109054,51410106,2005/05/21,20:15,C,0,0,1,22,County State Aid Highway,-93.288052,44.955532
-93.391514116528697,45.159043356006549,51410094,2005/05/20,16:29,C,0,0,1,169,US Trunk Highway,-93.391514,45.159043
-93.0,-90.0,51450282,2005/04/14,15:50,B,0,0,1,9999,County State Aid Highway,-93.000000,-90.000000
-93.0,-90.0,51410036,2005/05/21,11:56,C,0,0,1,313,Municipal State Aid Highway,-93.000000,-90.000000
-91.62248428005158,44.030984902386521,51400122,2005/05/20,20:33,B,0,0,1,43,MN Trunk Highway,-91.622484,44.030985
-93.565211967657916,44.904288645818518,51400115,2005/05/20,16:11,C,0,0,1,25,Municipal Street,-93.565212,44.904289
-93.238077880575631,44.948431102564328,51500055,2005/05/30,12:20,C,0,0,1,3,County State Aid Highway,-93.238078,44.948431
-93.201864799902879,45.100817484653724,51450219,2005/04/24,16:45,B,0,0,1,10,County State Aid Highway,-93.201865,45.100817
-93.280567617991821,44.287286799184578,51460070,2005/04/01,15:11,A,0,1,1,100,Municipal Street,-93.280568,44.287287
-93.566069467753664,44.996231014264673,51430350,2005/05/23,18:00,A,0,1,0,6,County State Aid Highway,-93.566069,44.996231
-93.050326347639128,44.888941949383494,51570245,2005/06/02,19:54,C,0,0,1,14,County State Aid Highway,-93.050326,44.888942
-92.966105148045855,44.925412706993633,51530053,2005/05/26,19:29,B,0,0,1,109,Municipal State Aid Highway,-92.966105,44.925413
-93.275033020962667,44.75362824523345,51590101,2005/04/21,18:08,B,0,0,1,38,County State Aid Highway,-93.275033,44.753628
-93.29955713196361,45.072905730815357,51600018,2005/06/08,20:13,B,0,0,1,111,Municipal State Aid Highway,-93.299557,45.072906
-93.270018937923325,44.296617547852627,51540247,2005/04/21,15:55,B,0,0,1,117,Municipal State Aid Highway,-93.270019,44.296618
-93.263242416355297,44.948353419591342,51550031,2005/06/04,10:11,B,0,0,1,3,County State Aid Highway,-93.263242,44.948353
-95.776193414423616,44.448858121406438,51570237,2005/06/06,16:39,B,0,0,1,107,Municipal State Aid Highway,-95.776193,44.448858
-92.991448292099093,44.847854278509011,51580228,2005/06/02,15:50,B,0,0,1,22,County State Aid Highway,-92.991448,44.847854
-93.0,-90.0,51530136,2005/06/01,18:45,B,0,0,2,9999,State Park Road,-93.000000,-90.000000
-93.146934317148336,45.035800623962906,51560095,2005/06/05,15:15,C,0,0,1,51,County State Aid Highway,-93.146934,45.035801
-93.073521045989523,44.975673908324588,51520071,2005/05/09,19:17,C,0,0,1,179,Municipal State Aid Highway,-93.073521,44.975674
-94.198407337406067,45.554985738516351,51580082,2005/05/08,12:37,A,0,1,0,121,Municipal State Aid Highway,-94.198407,45.554986
-92.931424760843441,44.926514849380297,51590008,2005/06/07,18:00,C,0,0,1,407,Municipal Street,-92.931425,44.926515
-93.16960567521069,44.455079207303456,51540146,2005/01/24,19:30,B,0,0,1,19,MN Trunk Highway,-93.169606,44.455079
-93.182271359402819,44.930956786888288,51520029,2005/05/05,13:30,B,0,0,1,152,Municipal Street,-93.182271,44.930957
-93.29477351364217,44.865500843909025,51510379,2005/05/31,15:11,C,0,0,2,108,Municipal Street,-93.294774,44.865501
-93.136399959336202,44.955800820956419,51520288,2005/04/06,12:08,C,0,0,1,34,County State Aid Highway,-93.136400,44.955801
-93.247898932416959,44.878080674288611,51510372,2005/04/26,17:43,C,0,0,1,369,Municipal State Aid Highway,-93.247899,44.878081
-93.997939127364489,44.16646890520812,51540133,2005/04/30,09:45,C,0,0,1,919,Municipal Street,-93.997939,44.166469
-93.065990883912946,44.96830523493589,51510349,2005/05/05,17:17,B,0,0,1,61,US Trunk Highway,-93.065991,44.968305
-93.378829353091831,45.187870708300466,51520268,2005/05/08,00:00,C,0,0,1,1,County State Aid Highway,-93.378829,45.187871
-93.055800317155644,44.9775544094908,51510308,2005/05/06,15:16,B,0,0,1,31,County State Aid Highway,-93.055800,44.977554
-94.476114385563235,44.316367448625769,51570222,2005/06/06,09:20,B,0,0,1,122,Municipal Street,-94.476114,44.316367
-93.280705697983151,45.013086080594832,51530158,2005/06/02,19:15,C,0,0,1,153,County State Aid Highway,-93.280706,45.013086
-93.320658615786044,45.179255522975346,51510122,2005/04/21,08:10,B,0,0,1,86,Municipal Street,-93.320659,45.179256
-93.322585908302187,45.182974660509537,51510113,2005/04/20,07:00,B,0,0,1,11,County State Aid Highway,-93.322586,45.182975
-92.964505536115141,44.997765590858023,51520384,2005/03/30,15:34,K,1,0,0,5,MN Trunk Highway,-92.964506,44.997766
-93.347571176214302,45.089311695303493,51600046,2005/05/12,16:41,B,0,0,1,152,County State Aid Highway,-93.347571,45.089312
-93.080635538257738,44.901517503661111,51550048,2005/06/04,11:53,B,0,0,2,6,County Road,-93.080636,44.901518
-93.329934012492103,45.020552812135513,51500114,2005/05/30,21:08,C,0,0,1,125,Municipal State Aid Highway,-93.329934,45.020553
-93.0,-90.0,51580326,2005/06/07,11:29,A,0,1,0,489,Municipal Street,-93.000000,-90.000000
-93.214860090762116,44.919690147024561,51590152,2005/06/08,08:20,C,0,0,1,46,County State Aid Highway,-93.214860,44.919690
-93.362417115909579,45.054531170859178,51540275,2005/05/10,19:30,B,0,0,1,10,County State Aid Highway,-93.362417,45.054531
-93.044382166386214,44.973825076929089,51660131,2005/05/29,19:09,B,0,0,1,64,County State Aid Highway,-93.044382,44.973825
-93.275536438888338,44.948339945993929,51640306,2005/05/13,13:40,C,0,0,1,3,County State Aid Highway,-93.275536,44.948340
-93.212674739772908,44.988530588659899,51670051,2005/05/18,08:45,C,0,0,1,346,Municipal State Aid Highway,-93.212675,44.988531
-93.223039181572091,44.731771415941381,51630017,2005/06/11,19:27,C,0,0,1,42,County State Aid Highway,-93.223039,44.731771
-92.923877346715344,46.150642953433724,51620078,2005/06/11,16:22,K,1,0,0,28,County State Aid Highway,-92.923877,46.150643
-93.285147150827413,44.826358291406585,51660020,2005/06/14,19:07,C,0,0,1,1,County State Aid Highway,-93.285147,44.826358
-92.845384764871099,46.326270073276746,51620033,2005/06/11,12:54,B,0,0,1,41,County State Aid Highway,-92.845385,46.326270
-94.337642453841212,45.975635787583343,51670010,2005/06/15,22:15,B,0,0,1,27,MN Trunk Highway,-94.337642,45.975636
-93.0,-90.0,51650014,2005/06/08,22:30,C,0,0,1,25,County State Aid Highway,-93.000000,-90.000000
-93.335916454761914,44.809045926552585,51610227,2005/06/10,16:29,C,0,0,1,1,County State Aid Highway,-93.335916,44.809046
-93.312137494560247,45.00303698763468,51610160,2005/06/08,15:00,C,0,0,1,1959,Municipal Street,-93.312137,45.003037
-93.295676400464998,45.00595908876015,51630121,2005/06/12,14:33,C,0,0,1,175,Municipal State Aid Highway,-93.295676,45.005959
-92.217080644066044,46.745860188710736,51610072,2005/06/09,17:45,C,0,0,1,14,County State Aid Highway,-92.217081,46.745860
-93.26325209196159,44.974422027458445,51670094,2005/05/17,10:30,C,0,0,1,35,County State Aid Highway,-93.263252,44.974422
-93.263001419035248,45.040985749702187,51640473,2005/06/12,21:02,B,0,0,1,47,MN Trunk Highway,-93.263001,45.040986
-93.258070060405714,44.840761278936363,51640295,2005/05/15,18:07,A,0,1,0,130,Municipal State Aid Highway,-93.258070,44.840761
-93.022775480964171,44.979577731176867,51660109,2005/05/30,13:53,B,0,0,1,1296,Municipal Street,-93.022775,44.979578
-93.288105180381251,44.946326184384432,51670087,2005/06/16,07:40,C,0,0,1,22,County State Aid Highway,-93.288105,44.946326
-93.166922646273079,44.955521744038563,51650152,2005/05/20,11:49,B,0,0,1,34,County State Aid Highway,-93.166923,44.955522
-93.133550736312927,44.959347913825418,51650275,2005/05/21,16:14,B,0,0,1,207,Municipal State Aid Highway,-93.133551,44.959348
-93.272463686595827,44.984575664377722,51600245,2005/06/09,14:01,C,0,0,1,152,County State Aid Highway,-93.272464,44.984576
-92.964563484442891,44.832895000755933,51660268,2005/06/15,19:22,B,0,0,1,39,County State Aid Highway,-92.964563,44.832895
-93.26160650563908,45.064451753574275,51640468,2005/06/12,15:11,B,0,0,1,319,Municipal State Aid Highway,-93.261607,45.064452
-93.275791886817927,44.986947801962167,51600131,2005/05/10,16:00,B,0,0,1,152,County State Aid Highway,-93.275792,44.986948
-93.327557394227554,45.183027861677225,51640181,2005/05/08,14:59,B,0,0,1,11,County State Aid Highway,-93.327557,45.183028
-93.0,-90.0,51660034,2005/05/24,16:00,B,0,0,1,159,Municipal Street,-93.000000,-90.000000
-93.265202330775054,44.944963057199878,51600101,2005/05/08,17:20,C,0,0,1,33,County State Aid Highway,-93.265202,44.944963
-93.308665329192593,44.890573217438607,51670084,2005/06/15,13:58,C,0,0,1,32,County State Aid Highway,-93.308665,44.890573
-92.463212861860015,44.017045407362687,51640436,2005/05/14,20:13,B,0,0,1,201,Municipal State Aid Highway,-92.463213,44.017045
-93.050776188207948,44.972092566596494,51650136,2005/05/19,19:19,C,0,0,1,733,Municipal Street,-93.050776,44.972093
-93.318551629018486,45.0240823232918,51630074,2005/06/12,11:42,C,0,0,1,2040,Municipal Street,-93.318552,45.024082
-93.361469273094102,45.37832082588703,51710133,2005/05/23,18:12,B,0,0,1,140,Municipal State Aid Highway,-93.361469,45.378321
-93.160477267049359,44.991894434971933,51720395,2005/06/21,08:48,C,0,0,1,30,County State Aid Highway,-93.160477,44.991894
-93.202651729716962,44.966090635523599,51710235,2005/06/02,09:17,C,0,0,1,34,County State Aid Highway,-93.202652,44.966091
-93.247319871236186,45.013304073109218,51720227,2005/05/28,13:05,C,0,0,1,65,MN Trunk Highway,-93.247320,45.013304
-93.199357879640715,45.035850787748238,51710388,2005/06/20,13:45,C,0,0,1,19,County State Aid Highway,-93.199358,45.035851
-93.063528949787994,44.972967441083846,51720119,2005/06/04,21:17,C,0,0,1,888,Municipal Street,-93.063529,44.972967
-93.28394922449688,44.948353446944886,51710057,2005/05/25,21:10,B,0,0,1,3,County State Aid Highway,-93.283949,44.948353
-93.267718330661239,44.953751031971613,51710054,2005/05/17,17:25,C,0,0,1,35,County State Aid Highway,-93.267718,44.953751
-93.348402587850401,45.172092332278275,51720325,2005/06/03,18:51,B,0,0,1,354,Municipal Street,-93.348403,45.172092
-93.572264129110849,44.984478974537105,51710001,2005/05/20,19:11,B,0,0,1,21,Municipal Street,-93.572264,44.984479
-93.360797959628798,45.07529088668614,51720220,2005/06/04,17:39,C,0,0,1,126,Municipal Street,-93.360798,45.075291
-92.854804228038674,44.027185721919857,51690019,2005/06/17,22:24,B,0,0,1,39,Municipal Street,-92.854804,44.027186
-96.277884404871898,44.709242796245611,51710340,2005/06/20,09:15,B,0,0,1,15,Municipal Street,-96.277884,44.709243
-93.197269853556591,44.723276122422931,51680293,2005/06/17,07:30,C,0,0,1,106,Municipal State Aid Highway,-93.197270,44.723276
-93.156822241229008,44.919678485426829,51710106,2005/05/26,16:01,C,0,0,1,145,Municipal State Aid Highway,-93.156822,44.919678
-93.184142254876591,44.915558333261835,51720195,2005/06/07,11:08,B,0,0,1,202,Municipal Street,-93.184142,44.915558
-93.244078210432832,44.968853760375637,51710321,2005/06/20,12:45,C,0,0,1,198,Municipal State Aid Highway,-93.244078,44.968854
-92.984854294315724,43.665658780761532,51680198,2005/05/21,21:43,B,0,0,1,140,Municipal State Aid Highway,-92.984854,43.665659
-96.738910638400185,46.86220318191959,51680119,2005/06/10,15:30,C,0,0,1,118,Municipal State Aid Highway,-96.738911,46.862203
-93.271582797435315,44.298159695522017,51680076,2005/04/26,10:53,B,0,0,1,104,Municipal State Aid Highway,-93.271583,44.298160
-93.040610128468074,44.981135120277706,51710162,2005/06/20,09:20,B,0,0,1,1200,Municipal Street,-93.040610,44.981135
-93.277299334428108,45.149773923767079,51720309,2005/05/27,15:52,B,0,0,1,103,Municipal State Aid Highway,-93.277299,45.149774
